CD_MUN,lp_adequado,mt_adequado,lp_insuficiente,lp_basico,lp_proficiente,lp_avancado,mt_insuficiente,mt_basico,mt_proficiente,mt_avancado,ideb
3537800,0.3928,0.0742,0.2521,0.3551,0.3835,0.0093,0.4228,0.503,0.0716,0.0026,4.5
3537909,0.3782,0.1228,0.2075,0.4144,0.3738,0.0044,0.3479,0.5292,0.1052,0.0176,4.9
3537909,0.3782,0.1228,0.2075,0.4144,0.3738,0.0044,0.3479,0.5292,0.1052,0.0176,4.9
3538006,0.4008,0.0795,0.2639,0.3352,0.3934,0.0074,0.4678,0.4526,0.0777,0.0018,4.6
3538006,0.4008,0.0795,0.2639,0.3352,0.3934,0.0074,0.4678,0.4526,0.0777,0.0018,4.6
3538105,0.2166,0.0156,0.3996,0.3837,0.2166,0.0,0.5954,0.389,0.0156,0.0,4.4
3538105,0.2166,0.0156,0.3996,0.3837,0.2166,0.0,0.5954,0.389,0.0156,0.0,4.4
3538204,0.4259,0.1174,0.2603,0.3139,0.4169,0.009,0.4107,0.4719,0.1084,0.009,5.0
3538204,0.4259,0.1174,0.2603,0.3139,0.4169,0.009,0.4107,0.4719,0.1084,0.009,5.0
3538303,0.2274,0.0455,0.5909,0.1818,0.1819,0.0455,0.6818,0.2728,0.0455,0.0,3.7
3538303,0.2274,0.0455,0.5909,0.1818,0.1819,0.0455,0.6818,0.2728,0.0455,0.0,3.7
3538501,0.2863,0.0455,0.3271,0.3866,0.2863,0.0,0.6088,0.3457,0.0455,0.0,4.1
3538501,0.2863,0.0455,0.3271,0.3866,0.2863,0.0,0.6088,0.3457,0.0455,0.0,4.1
3538600,0.4435,0.0564,0.2836,0.273,0.4334,0.0101,0.4749,0.4687,0.0511,0.0053,4.6
3538600,0.4435,0.0564,0.2836,0.273,0.4334,0.0101,0.4749,0.4687,0.0511,0.0053,4.6
3538709,0.4322,0.0724,0.2386,0.3291,0.4248,0.0074,0.4726,0.455,0.069,0.0034,5.8
3538709,0.4322,0.0724,0.2386,0.3291,0.4248,0.0074,0.4726,0.455,0.069,0.0034,4.5
3538709,0.4322,0.0724,0.2386,0.3291,0.4248,0.0074,0.4726,0.455,0.069,0.0034,
3538709,0.4322,0.0724,0.2386,0.3291,0.4248,0.0074,0.4726,0.455,0.069,0.0034,4.6
3538808,0.5165,0.1676,0.1923,0.2912,0.5027,0.0138,0.3796,0.4527,0.1463,0.0213,4.9
3538808,0.5165,0.1676,0.1923,0.2912,0.5027,0.0138,0.3796,0.4527,0.1463,0.0213,4.9
3538907,0.2629,0.0568,0.4526,0.2843,0.2629,0.0,0.5898,0.3533,0.0568,0.0,4.1
3538907,0.2629,0.0568,0.4526,0.2843,0.2629,0.0,0.5898,0.3533,0.0568,0.0,4.1
3539004,,,,,,,,,,,
3539004,,,,,,,,,,,
3539103,0.2199,0.0125,0.4852,0.2949,0.2199,0.0,0.7185,0.2691,0.0125,0.0,3.6
3539103,0.2199,0.0125,0.4852,0.2949,0.2199,0.0,0.7185,0.2691,0.0125,0.0,3.6
3539202,0.3472,0.0544,0.2643,0.3887,0.3199,0.0273,0.5336,0.4121,0.0486,0.0058,4.3
3539202,0.3472,0.0544,0.2643,0.3887,0.3199,0.0273,0.5336,0.4121,0.0486,0.0058,4.3
3539301,0.5202,0.111,0.152,0.3278,0.498,0.0222,0.3525,0.5364,0.0919,0.0191,4.8
3539301,0.5202,0.111,0.152,0.3278,0.498,0.0222,0.3525,0.5364,0.0919,0.0191,4.8
3539400,,,,,,,,,,,
3539400,,,,,,,,,,,
3539509,0.3829,0.0825,0.2567,0.3605,0.3718,0.0111,0.4873,0.4301,0.0723,0.0102,4.5
3539509,0.3829,0.0825,0.2567,0.3605,0.3718,0.0111,0.4873,0.4301,0.0723,0.0102,4.5
3539608,,,,,,,,,,,
3539608,,,,,,,,,,,
3539707,0.25,0.0,0.5834,0.1667,0.25,0.0,0.5417,0.4583,0.0,0.0,3.8
3539707,0.25,0.0,0.5834,0.1667,0.25,0.0,0.5417,0.4583,0.0,0.0,3.8
3539806,0.4039,0.0581,0.228,0.3679,0.3916,0.0123,0.4804,0.4616,0.0573,0.0008,4.6
3539806,0.4039,0.0581,0.228,0.3679,0.3916,0.0123,0.4804,0.4616,0.0573,0.0008,4.6
3539905,0.4208,0.0247,0.2474,0.3317,0.4208,0.0,0.4405,0.5348,0.0247,0.0,4.5
3539905,0.4208,0.0247,0.2474,0.3317,0.4208,0.0,0.4405,0.5348,0.0247,0.0,4.5
3540002,,,,,,,,,,,
3540002,,,,,,,,,,,
3540101,0.2554,0.0213,0.553,0.1916,0.2554,0.0,0.6381,0.3407,0.0213,0.0,4.0
3540101,0.2554,0.0213,0.553,0.1916,0.2554,0.0,0.6381,0.3407,0.0213,0.0,4.0
3540200,0.3316,0.0254,0.2794,0.389,0.3286,0.003,0.5455,0.4291,0.0254,0.0,4.3
3540200,0.3316,0.0254,0.2794,0.389,0.3286,0.003,0.5455,0.4291,0.0254,0.0,4.3
3540259,,,,,,,,,,,
3540259,,,,,,,,,,,
3540309,0.0625,0.0625,0.625,0.3125,0.0625,0.0,0.625,0.3125,0.0625,0.0,3.7
3540309,0.0625,0.0625,0.625,0.3125,0.0625,0.0,0.625,0.3125,0.0625,0.0,3.7
3540408,0.6087,0.2609,0.1739,0.2174,0.6087,0.0,0.2609,0.4783,0.2609,0.0,5.5
3540408,0.6087,0.2609,0.1739,0.2174,0.6087,0.0,0.2609,0.4783,0.2609,0.0,5.5
3540507,0.2979,0.017,0.1766,0.5255,0.2979,0.0,0.4699,0.5132,0.017,0.0,4.3
3540507,0.2979,0.017,0.1766,0.5255,0.2979,0.0,0.4699,0.5132,0.017,0.0,4.3
3540606,0.3118,0.0344,0.3399,0.3483,0.2966,0.0152,0.5993,0.3662,0.0344,0.0,4.2
3540606,0.3118,0.0344,0.3399,0.3483,0.2966,0.0152,0.5993,0.3662,0.0344,0.0,4.2
3540705,0.4863,0.1056,0.1743,0.3396,0.4672,0.0191,0.3803,0.514,0.1026,0.003,4.5
3540705,0.4863,0.1056,0.1743,0.3396,0.4672,0.0191,0.3803,0.514,0.1026,0.003,
3540705,0.4863,0.1056,0.1743,0.3396,0.4672,0.0191,0.3803,0.514,0.1026,0.003,4.5
3540754,,,,,,,,,,,
3540754,,,,,,,,,,,
3540804,0.431,0.0496,0.1978,0.3712,0.411,0.02,0.3163,0.6341,0.0496,0.0,4.5
3540804,0.431,0.0496,0.1978,0.3712,0.411,0.02,0.3163,0.6341,0.0496,0.0,4.5
3540853,,,,,,,,,,,
3540853,,,,,,,,,,,
3540903,,,,,,,,,,,
3540903,,,,,,,,,,,
3541000,0.3763,0.0509,0.2538,0.3699,0.3657,0.0106,0.5242,0.4249,0.0482,0.0027,4.3
3541000,0.3763,0.0509,0.2538,0.3699,0.3657,0.0106,0.5242,0.4249,0.0482,0.0027,4.3
3541059,0.3892,0.0,0.2159,0.395,0.3892,0.0,0.4264,0.5736,0.0,0.0,4.8
3541059,0.3892,0.0,0.2159,0.395,0.3892,0.0,0.4264,0.5736,0.0,0.0,4.8
3541109,,,,,,,,,,,
3541109,,,,,,,,,,,
3541208,,,,,,,,,,,
3541208,,,,,,,,,,,
3541307,0.4251,0.0747,0.2404,0.3344,0.4223,0.0028,0.4766,0.4487,0.067,0.0077,
3541307,0.4251,0.0747,0.2404,0.3344,0.4223,0.0028,0.4766,0.4487,0.067,0.0077,4.0
3541307,0.4251,0.0747,0.2404,0.3344,0.4223,0.0028,0.4766,0.4487,0.067,0.0077,4.2
3541406,0.4026,0.0865,0.2569,0.3405,0.3884,0.0142,0.4535,0.46,0.0789,0.0076,4.5
3541406,0.4026,0.0865,0.2569,0.3405,0.3884,0.0142,0.4535,0.46,0.0789,0.0076,4.5
3541505,0.474,0.055,0.232,0.294,0.4605,0.0135,0.4174,0.5276,0.0516,0.0034,4.4
3541505,0.474,0.055,0.232,0.294,0.4605,0.0135,0.4174,0.5276,0.0516,0.0034,4.4
3541604,0.3079,0.0262,0.3084,0.3837,0.3079,0.0,0.6191,0.3547,0.0262,0.0,4.2
3541604,0.3079,0.0262,0.3084,0.3837,0.3079,0.0,0.6191,0.3547,0.0262,0.0,4.2
3541653,0.1015,0.0203,0.3715,0.5268,0.1015,0.0,0.7431,0.2366,0.0203,0.0,4.1
3541653,0.1015,0.0203,0.3715,0.5268,0.1015,0.0,0.7431,0.2366,0.0203,0.0,4.1
3541703,0.2633,0.0106,0.3842,0.3526,0.2633,0.0,0.5741,0.4152,0.0106,0.0,4.3
3541703,0.2633,0.0106,0.3842,0.3526,0.2633,0.0,0.5741,0.4152,0.0106,0.0,4.3
3541802,,,,,,,,,,,
3541802,,,,,,,,,,,
3541901,,,,,,,,,,,
3541901,,,,,,,,,,,
3542008,,,,,,,,,,,
3542008,,,,,,,,,,,
3542107,,,,,,,,,,,
3542107,,,,,,,,,,,
3542206,0.3473,0.0555,0.2851,0.3675,0.3335,0.0138,0.5233,0.4211,0.0524,0.0031,4.5
3542206,0.3473,0.0555,0.2851,0.3675,0.3335,0.0138,0.5233,0.4211,0.0524,0.0031,4.5
3542305,,,,,,,,,,,
3542305,,,,,,,,,,,
3542404,0.3977,0.0472,0.3504,0.2518,0.39,0.0077,0.572,0.3809,0.0396,0.0076,4.1
3542404,0.3977,0.0472,0.3504,0.2518,0.39,0.0077,0.572,0.3809,0.0396,0.0076,4.1
3542503,0.147,0.0588,0.4547,0.3982,0.147,0.0,0.5678,0.3732,0.0588,0.0,4.1
3542503,0.147,0.0588,0.4547,0.3982,0.147,0.0,0.5678,0.3732,0.0588,0.0,4.1
3542602,0.4775,0.1497,0.2088,0.3137,0.4552,0.0223,0.4106,0.4397,0.1258,0.0239,
3542602,0.4775,0.1497,0.2088,0.3137,0.4552,0.0223,0.4106,0.4397,0.1258,0.0239,4.8
3542602,0.4775,0.1497,0.2088,0.3137,0.4552,0.0223,0.4106,0.4397,0.1258,0.0239,5.0
3542701,,,,,,,,,,,
3542701,,,,,,,,,,,
3542800,0.2406,0.0285,0.3195,0.4398,0.2406,0.0,0.7057,0.2659,0.0285,0.0,4.4
3542800,0.2406,0.0285,0.3195,0.4398,0.2406,0.0,0.7057,0.2659,0.0285,0.0,4.4
3542909,,,,,,,,,,,
3542909,,,,,,,,,,,
3543006,0.2638,0.0625,0.4133,0.3228,0.2548,0.009,0.6176,0.32,0.0625,0.0,4.0
3543006,0.2638,0.0625,0.4133,0.3228,0.2548,0.009,0.6176,0.32,0.0625,0.0,4.0
3543105,,,,,,,,,,,
3543105,,,,,,,,,,,
3543204,,,,,,,,,,,
3543204,,,,,,,,,,,
3543238,0.4462,0.0,0.1405,0.4132,0.4462,0.0,0.4711,0.5289,0.0,0.0,4.4
3543238,0.4462,0.0,0.1405,0.4132,0.4462,0.0,0.4711,0.5289,0.0,0.0,4.4
3543253,0.3084,0.026,0.2902,0.4014,0.2936,0.0148,0.4959,0.478,0.026,0.0,4.6
3543253,0.3084,0.026,0.2902,0.4014,0.2936,0.0148,0.4959,0.478,0.026,0.0,4.6
3543303,0.4556,0.0679,0.192,0.3524,0.4399,0.0157,0.441,0.4912,0.0619,0.006,4.7
3543303,0.4556,0.0679,0.192,0.3524,0.4399,0.0157,0.441,0.4912,0.0619,0.006,4.7
3543402,0.4227,0.0621,0.2177,0.3596,0.4139,0.0088,0.4745,0.4633,0.0588,0.0033,4.3
3543402,0.4227,0.0621,0.2177,0.3596,0.4139,0.0088,0.4745,0.4633,0.0588,0.0033,4.3
3543501,0.195,0.05,0.52,0.285,0.195,0.0,0.685,0.265,0.05,0.0,3.8
3543501,0.195,0.05,0.52,0.285,0.195,0.0,0.685,0.265,0.05,0.0,3.8
3543600,0.203,0.0179,0.4278,0.3691,0.1851,0.0179,0.6129,0.3692,0.0179,0.0,4.0
3543600,0.203,0.0179,0.4278,0.3691,0.1851,0.0179,0.6129,0.3692,0.0179,0.0,4.0
3543709,,,,,,,,,,,
3543709,,,,,,,,,,,
3543808,,,,,,,,,,,
3543808,,,,,,,,,,,
3543907,0.4623,0.0737,0.1991,0.3387,0.4519,0.0104,0.4224,0.5039,0.0704,0.0033,4.7
3543907,0.4623,0.0737,0.1991,0.3387,0.4519,0.0104,0.4224,0.5039,0.0704,0.0033,4.7
3544004,0.3669,0.0228,0.2572,0.3759,0.356,0.0109,0.4752,0.5019,0.0191,0.0037,4.6
3544004,0.3669,0.0228,0.2572,0.3759,0.356,0.0109,0.4752,0.5019,0.0191,0.0037,4.6
3544103,0.4421,0.0761,0.2518,0.3061,0.4394,0.0027,0.4776,0.4464,0.0761,0.0,4.6
3544103,0.4421,0.0761,0.2518,0.3061,0.4394,0.0027,0.4776,0.4464,0.0761,0.0,4.6
3544202,0.2625,0.0469,0.3152,0.4223,0.2625,0.0,0.6147,0.3384,0.0469,0.0,4.4
3544202,0.2625,0.0469,0.3152,0.4223,0.2625,0.0,0.6147,0.3384,0.0469,0.0,4.4
3544251,0.3565,0.0544,0.3339,0.3095,0.3446,0.0119,0.4823,0.4631,0.0544,0.0,4.6
3544251,0.3565,0.0544,0.3339,0.3095,0.3446,0.0119,0.4823,0.4631,0.0544,0.0,4.6
3544301,0.327,0.0541,0.1747,0.4983,0.3078,0.0192,0.4825,0.4634,0.0541,0.0,4.1
3544301,0.327,0.0541,0.1747,0.4983,0.3078,0.0192,0.4825,0.4634,0.0541,0.0,4.1
3544400,0.2184,0.0437,0.6071,0.1746,0.2184,0.0,0.6945,0.2619,0.0437,0.0,3.8
3544400,0.2184,0.0437,0.6071,0.1746,0.2184,0.0,0.6945,0.2619,0.0437,0.0,3.8
3544509,0.4126,0.0849,0.2761,0.3113,0.4126,0.0,0.4742,0.441,0.0849,0.0,4.6
3544509,0.4126,0.0849,0.2761,0.3113,0.4126,0.0,0.4742,0.441,0.0849,0.0,4.6
3544608,0.1819,0.0,0.4091,0.4091,0.1819,0.0,0.6819,0.3182,0.0,0.0,4.1
3544608,0.1819,0.0,0.4091,0.4091,0.1819,0.0,0.6819,0.3182,0.0,0.0,4.1
3544707,0.1117,0.039,0.4857,0.4026,0.1117,0.0,0.6311,0.3299,0.039,0.0,4.1
3544707,0.1117,0.039,0.4857,0.4026,0.1117,0.0,0.6311,0.3299,0.039,0.0,4.1
3544806,0.3138,0.0708,0.4301,0.256,0.3138,0.0,0.4468,0.4823,0.054,0.0168,4.2
3544806,0.3138,0.0708,0.4301,0.256,0.3138,0.0,0.4468,0.4823,0.054,0.0168,4.2
3544905,0.2284,0.0,0.3736,0.398,0.2284,0.0,0.5848,0.4152,0.0,0.0,4.3
3544905,0.2284,0.0,0.3736,0.398,0.2284,0.0,0.5848,0.4152,0.0,0.0,4.3
3545001,0.3429,0.0588,0.2857,0.3713,0.3268,0.0161,0.4175,0.5237,0.0588,0.0,4.1
3545001,0.3429,0.0588,0.2857,0.3713,0.3268,0.0161,0.4175,0.5237,0.0588,0.0,4.1
3545100,0.1313,0.029,0.4656,0.4031,0.1313,0.0,0.6793,0.2916,0.029,0.0,3.9
3545100,0.1313,0.029,0.4656,0.4031,0.1313,0.0,0.6793,0.2916,0.029,0.0,3.9
3545159,0.5192,0.0983,0.1244,0.3562,0.5192,0.0,0.4258,0.4759,0.0983,0.0,5.0
3545159,0.5192,0.0983,0.1244,0.3562,0.5192,0.0,0.4258,0.4759,0.0983,0.0,5.0
3545209,0.4219,0.0684,0.2706,0.3075,0.4115,0.0104,0.453,0.4785,0.0607,0.0077,
3545209,0.4219,0.0684,0.2706,0.3075,0.4115,0.0104,0.453,0.4785,0.0607,0.0077,4.6
3545209,0.4219,0.0684,0.2706,0.3075,0.4115,0.0104,0.453,0.4785,0.0607,0.0077,4.7
3545308,0.3683,0.0312,0.2871,0.3446,0.3647,0.0036,0.5192,0.4496,0.0312,0.0,4.5
3545308,0.3683,0.0312,0.2871,0.3446,0.3647,0.0036,0.5192,0.4496,0.0312,0.0,4.5
3545407,,,,,,,,,,,
3545407,,,,,,,,,,,
3545506,0.2802,0.024,0.2604,0.4593,0.2802,0.0,0.5468,0.4292,0.024,0.0,4.6
3545506,0.2802,0.024,0.2604,0.4593,0.2802,0.0,0.5468,0.4292,0.024,0.0,4.6
3545605,0.2305,0.0216,0.5065,0.2631,0.2194,0.0111,0.7023,0.276,0.0216,0.0,4.0
3545605,0.2305,0.0216,0.5065,0.2631,0.2194,0.0111,0.7023,0.276,0.0216,0.0,4.0
3545704,0.3217,0.0701,0.2807,0.3977,0.3217,0.0,0.5672,0.3626,0.035,0.0351,4.5
3545704,0.3217,0.0701,0.2807,0.3977,0.3217,0.0,0.5672,0.3626,0.035,0.0351,4.5
3545803,0.437,0.0808,0.2311,0.3318,0.4279,0.0091,0.4323,0.4868,0.0782,0.0026,4.6
3545803,0.437,0.0808,0.2311,0.3318,0.4279,0.0091,0.4323,0.4868,0.0782,0.0026,4.6
3546009,,,,,,,,,,,
3546009,,,,,,,,,,,
3546108,0.4706,0.0588,0.2352,0.2941,0.4706,0.0,0.3529,0.5883,0.0588,0.0,4.8
3546108,0.4706,0.0588,0.2352,0.2941,0.4706,0.0,0.3529,0.5883,0.0588,0.0,4.8
3546207,,,,,,,,,,,
3546207,,,,,,,,,,,
3546256,0.3327,0.0739,0.4825,0.1849,0.3327,0.0,0.7041,0.2222,0.0739,0.0,3.8
3546256,0.3327,0.0739,0.4825,0.1849,0.3327,0.0,0.7041,0.2222,0.0739,0.0,3.8
3546306,0.3315,0.0544,0.3574,0.3111,0.3158,0.0157,0.6135,0.3322,0.0391,0.0153,4.3
3546306,0.3315,0.0544,0.3574,0.3111,0.3158,0.0157,0.6135,0.3322,0.0391,0.0153,4.3
3546405,0.2966,0.0581,0.3489,0.3544,0.2966,0.0,0.5704,0.3715,0.0548,0.0033,4.2
3546405,0.2966,0.0581,0.3489,0.3544,0.2966,0.0,0.5704,0.3715,0.0548,0.0033,4.2
3546504,0.135,0.0,0.5785,0.2865,0.135,0.0,0.8055,0.1945,0.0,0.0,3.7
3546504,0.135,0.0,0.5785,0.2865,0.135,0.0,0.8055,0.1945,0.0,0.0,3.7
3546603,0.3806,0.0786,0.2666,0.3528,0.3806,0.0,0.3752,0.5462,0.0737,0.0049,4.7
3546603,0.3806,0.0786,0.2666,0.3528,0.3806,0.0,0.3752,0.5462,0.0737,0.0049,4.7
3546702,0.4228,0.0489,0.2246,0.3527,0.4138,0.009,0.4025,0.5486,0.0489,0.0,4.7
3546702,0.4228,0.0489,0.2246,0.3527,0.4138,0.009,0.4025,0.5486,0.0489,0.0,4.7
3546801,0.4268,0.0711,0.22,0.3532,0.4191,0.0077,0.4621,0.4669,0.0672,0.0039,4.8
3546801,0.4268,0.0711,0.22,0.3532,0.4191,0.0077,0.4621,0.4669,0.0672,0.0039,4.8
3546900,,,,,,,,,,,
3546900,,,,,,,,,,,
3547007,0.2443,0.0524,0.2955,0.4602,0.2443,0.0,0.6017,0.346,0.0524,0.0,4.3
3547007,0.2443,0.0524,0.2955,0.4602,0.2443,0.0,0.6017,0.346,0.0524,0.0,4.3
3547106,0.233,0.0,0.3597,0.4072,0.233,0.0,0.5634,0.4366,0.0,0.0,4.4
3547106,0.233,0.0,0.3597,0.4072,0.233,0.0,0.5634,0.4366,0.0,0.0,4.4
3547205,0.7,0.4,0.0,0.3,0.7,0.0,0.1,0.5,0.4,0.0,6.3
3547205,0.7,0.4,0.0,0.3,0.7,0.0,0.1,0.5,0.4,0.0,6.3
3547304,0.3474,0.0639,0.3036,0.349,0.335,0.0124,0.5232,0.4128,0.0595,0.0044,6.1
3547304,0.3474,0.0639,0.3036,0.349,0.335,0.0124,0.5232,0.4128,0.0595,0.0044,4.4
3547304,0.3474,0.0639,0.3036,0.349,0.335,0.0124,0.5232,0.4128,0.0595,0.0044,4.6
3547403,0.4231,0.1154,0.2308,0.3461,0.3846,0.0385,0.3846,0.5,0.1154,0.0,5.0
3547403,0.4231,0.1154,0.2308,0.3461,0.3846,0.0385,0.3846,0.5,0.1154,0.0,5.0
3547502,0.3879,0.0446,0.2177,0.3945,0.3807,0.0072,0.4756,0.4799,0.0446,0.0,4.0
3547502,0.3879,0.0446,0.2177,0.3945,0.3807,0.0072,0.4756,0.4799,0.0446,0.0,4.0
3547601,0.3541,0.084,0.3323,0.3135,0.3395,0.0146,0.5055,0.4106,0.0741,0.0099,4.4
3547601,0.3541,0.084,0.3323,0.3135,0.3395,0.0146,0.5055,0.4106,0.0741,0.0099,4.4
3547650,0.6058,0.1034,0.1611,0.2332,0.5697,0.0361,0.2909,0.6057,0.1034,0.0,5.4
3547650,0.6058,0.1034,0.1611,0.2332,0.5697,0.0361,0.2909,0.6057,0.1034,0.0,5.4
3547700,0.3121,0.042,0.4363,0.2518,0.3121,0.0,0.4889,0.4692,0.0304,0.0116,3.9
3547700,0.3121,0.042,0.4363,0.2518,0.3121,0.0,0.4889,0.4692,0.0304,0.0116,3.9
3547809,0.4279,0.0727,0.2349,0.3371,0.4162,0.0117,0.4779,0.4494,0.0678,0.0049,4.5
3547809,0.4279,0.0727,0.2349,0.3371,0.4162,0.0117,0.4779,0.4494,0.0678,0.0049,4.5
3547908,,,,,,,,,,,
3547908,,,,,,,,,,,
3548005,,,,,,,,,,,
3548005,,,,,,,,,,,
3548054,0.2752,0.0105,0.4439,0.2809,0.2752,0.0,0.6484,0.341,0.0105,0.0,4.1
3548054,0.2752,0.0105,0.4439,0.2809,0.2752,0.0,0.6484,0.341,0.0105,0.0,4.1
3548104,0.348,0.0539,0.3066,0.3455,0.348,0.0,0.6275,0.3186,0.0346,0.0193,4.3
3548104,0.348,0.0539,0.3066,0.3455,0.348,0.0,0.6275,0.3186,0.0346,0.0193,4.3
3548203,0.224,0.0448,0.2771,0.4989,0.2,0.024,0.3906,0.5646,0.0448,0.0,4.5
3548203,0.224,0.0448,0.2771,0.4989,0.2,0.024,0.3906,0.5646,0.0448,0.0,4.5
3548302,0.1578,0.1052,0.4737,0.3685,0.1578,0.0,0.842,0.0526,0.1052,0.0,3.6
3548302,0.1578,0.1052,0.4737,0.3685,0.1578,0.0,0.842,0.0526,0.1052,0.0,3.6
3548401,,,,,,,,,,,
3548401,,,,,,,,,,,
3548500,0.4584,0.0799,0.2249,0.3169,0.4419,0.0165,0.4537,0.4664,0.0735,0.0064,4.6
3548500,0.4584,0.0799,0.2249,0.3169,0.4419,0.0165,0.4537,0.4664,0.0735,0.0064,4.6
3548609,,,,,,,,,,,
3548609,,,,,,,,,,,
3548708,0.4723,0.0785,0.1846,0.3432,0.4563,0.016,0.4333,0.4881,0.073,0.0055,4.7
3548708,0.4723,0.0785,0.1846,0.3432,0.4563,0.016,0.4333,0.4881,0.073,0.0055,4.7
3548807,0.5757,0.1567,0.1822,0.2422,0.5477,0.028,0.28,0.5633,0.143,0.0137,5.0
3548807,0.5757,0.1567,0.1822,0.2422,0.5477,0.028,0.28,0.5633,0.143,0.0137,5.2
3548807,0.5757,0.1567,0.1822,0.2422,0.5477,0.028,0.28,0.5633,0.143,0.0137,5.1
3548906,0.4212,0.0974,0.2561,0.3227,0.4055,0.0157,0.4617,0.4409,0.086,0.0114,
3548906,0.4212,0.0974,0.2561,0.3227,0.4055,0.0157,0.4617,0.4409,0.086,0.0114,4.6
3548906,0.4212,0.0974,0.2561,0.3227,0.4055,0.0157,0.4617,0.4409,0.086,0.0114,4.7
3549003,0.45,0.3,0.15,0.4,0.45,0.0,0.3,0.4,0.25,0.05,5.2
3549003,0.45,0.3,0.15,0.4,0.45,0.0,0.3,0.4,0.25,0.05,5.2
3549102,0.345,0.056,0.289,0.3661,0.3389,0.0061,0.5076,0.4365,0.0513,0.0047,
3549102,0.345,0.056,0.289,0.3661,0.3389,0.0061,0.5076,0.4365,0.0513,0.0047,4.4
3549102,0.345,0.056,0.289,0.3661,0.3389,0.0061,0.5076,0.4365,0.0513,0.0047,4.4
3549201,,,,,,,,,,,
3549201,,,,,,,,,,,
3549250,0.0,0.0,0.4545,0.5454,0.0,0.0,0.7272,0.2727,0.0,0.0,4.1
3549250,0.0,0.0,0.4545,0.5454,0.0,0.0,0.7272,0.2727,0.0,0.0,4.1
3549300,0.6191,0.2429,0.0,0.381,0.6191,0.0,0.2428,0.5143,0.2429,0.0,5.6
3549300,0.6191,0.2429,0.0,0.381,0.6191,0.0,0.2428,0.5143,0.2429,0.0,5.6
3549409,0.3897,0.0691,0.2934,0.3169,0.3802,0.0095,0.5066,0.4242,0.0691,0.0,4.5
3549409,0.3897,0.0691,0.2934,0.3169,0.3802,0.0095,0.5066,0.4242,0.0691,0.0,4.5
3549508,,,,,,,,,,,
3549508,,,,,,,,,,,
3549607,0.1667,0.0417,0.4583,0.375,0.1667,0.0,0.7083,0.25,0.0417,0.0,3.8
3549607,0.1667,0.0417,0.4583,0.375,0.1667,0.0,0.7083,0.25,0.0417,0.0,3.8
3549706,0.4052,0.0836,0.2502,0.3446,0.4011,0.0041,0.4891,0.4274,0.0738,0.0098,4.6
3549706,0.4052,0.0836,0.2502,0.3446,0.4011,0.0041,0.4891,0.4274,0.0738,0.0098,4.8
3549706,0.4052,0.0836,0.2502,0.3446,0.4011,0.0041,0.4891,0.4274,0.0738,0.0098,4.6
3549805,0.4417,0.0987,0.2284,0.33,0.4309,0.0108,0.4447,0.4565,0.0904,0.0083,4.6
3549805,0.4417,0.0987,0.2284,0.33,0.4309,0.0108,0.4447,0.4565,0.0904,0.0083,4.6
3549904,0.3907,0.0669,0.277,0.3323,0.379,0.0117,0.5034,0.4299,0.0631,0.0038,
3549904,0.3907,0.0669,0.277,0.3323,0.379,0.0117,0.5034,0.4299,0.0631,0.0038,4.4
3549904,0.3907,0.0669,0.277,0.3323,0.379,0.0117,0.5034,0.4299,0.0631,0.0038,4.4
3549953,0.3009,0.0388,0.3065,0.3926,0.3009,0.0,0.5503,0.411,0.0388,0.0,4.4
3549953,0.3009,0.0388,0.3065,0.3926,0.3009,0.0,0.5503,0.411,0.0388,0.0,4.4
3550001,0.4463,0.072,0.1829,0.3706,0.4463,0.0,0.4022,0.5258,0.072,0.0,4.6
3550001,0.4463,0.072,0.1829,0.3706,0.4463,0.0,0.4022,0.5258,0.072,0.0,4.6
3550100,0.3004,0.0462,0.3447,0.355,0.2954,0.005,0.5438,0.4099,0.0437,0.0025,4.2
3550100,0.3004,0.0462,0.3447,0.355,0.2954,0.005,0.5438,0.4099,0.0437,0.0025,4.2
3550209,0.3404,0.0431,0.2695,0.3901,0.3366,0.0038,0.4889,0.4678,0.0431,0.0,4.3
3550209,0.3404,0.0431,0.2695,0.3901,0.3366,0.0038,0.4889,0.4678,0.0431,0.0,4.3
3550308,0.3987,0.0541,0.2508,0.3505,0.3874,0.0113,0.521,0.425,0.0491,0.005,6.0
3550308,0.3987,0.0541,0.2508,0.3505,0.3874,0.0113,0.521,0.425,0.0491,0.005,4.3
3550308,0.3987,0.0541,0.2508,0.3505,0.3874,0.0113,0.521,0.425,0.0491,0.005,4.5
3550308,0.3987,0.0541,0.2508,0.3505,0.3874,0.0113,0.521,0.425,0.0491,0.005,4.4
3550407,0.5437,0.1095,0.1309,0.3253,0.5219,0.0218,0.3249,0.5657,0.1095,0.0,5.3
3550407,0.5437,0.1095,0.1309,0.3253,0.5219,0.0218,0.3249,0.5657,0.1095,0.0,5.3
3550506,0.3291,0.0444,0.2556,0.4154,0.3291,0.0,0.3781,0.5777,0.0444,0.0,4.2
3550506,0.3291,0.0444,0.2556,0.4154,0.3291,0.0,0.3781,0.5777,0.0444,0.0,4.2
3550605,0.3542,0.0562,0.2706,0.3752,0.3398,0.0144,0.5156,0.4284,0.0505,0.0057,
3550605,0.3542,0.0562,0.2706,0.3752,0.3398,0.0144,0.5156,0.4284,0.0505,0.0057,4.2
